id,created_at,name,cuisine_id,address_str,published,video_links,phone_number,tags_id,placeId,ratings,price,website_url,handicap,vege,schedule,picture_profile,number_of_reviews,GPS_address,reviews
104,1712447614866,Bao Express,0,"10 R. Bréguet, 75011 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710323118/bmv9qwxdmjofyh5uuooe.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323161/dhrwrbzyi1hxvxxcsegp.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323280/pvwdor8zpqolx2kufapt.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323399/bt9o9xergv4nsyg3krqw.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323417/wptamqm66tkk1volseik.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323426/sbst0dmkyiybohjcab1i.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323439/qk5kiknlvsji436qjvp0.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710323450/bp1rwrdhc1mlregwwzmp.mp4']",,"[1, 2]",ChIJ2SnopiVt5kcRCpl04SjBTuY,4.7,2,https://www.baofamily.co/bao-express,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJaK1p5HCPfYzZ9Tnumd6dHBi1Jjil2QvqmsqSYKNFeFMsf7rMZcN6KRYxlEso6WBBxuEE6ui9ENEuPIgNcnwm-ndC1ukPOVxDEd3wPh8xNiMyhjL7n7ZHiHb93EgEYBN5No-0BrFJmvOpQnRymYqvgo068GDoqz0REEqnhOEJ0ckuzq&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,3224,"{'type': 'point', 'data': {'lng': 2.372029, 'lat': 48.85673}}","[{'author': '', 'text': 'If you looking for the correct style of food. Sorry, it is not. Fancy enough but nothing related to the food.\n\nTheir service was super quick, my dishes were delivered within 5 minutes after my order. All the food were cold when they arrivd my table.\n\nNot tasty enough. The bun meat was dry and small portion, which a qualified meat bun shoul be meaty with juice. This style Chinese food should serve in hot and not pre cook.\n\nAt last, I am questioning about how the meat bun was made. You can saw that the bamboo steamer was dry compared to the Siumai one. The Siumai steamer was wet that mean at least the Siumai was steamed in it. Anyway, it was only my observation but mean nothing.', 'rating': '1', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'I loved this place! In two weeks took the following: Chinese spring rolls (they were ok), Xiao Long Bao Shangai classic (the filling is very good and the dough is thick and fluffy), Char Siu Bao (basically the big dumplings, they are super tasty, I preferred these to the smaller ones), Aubergines Hong Shao (for sure the best thing we ate, they were delicious, I sincerely recommend these) and finally the Poulet Sweet & Sour (very good as well). We were very hungry and in the end we were quite full. Plus, the service was super kind and welcoming.', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Very very overrated, you can find better asian\nrestaurants in Paris. Never order the lemonade, it is just water. The mango sago is a mango lassi with very few tapioca perles and some small chunks of mango. Aubergines and noodles are ok.\nService was great. A shame that food wasn’t as good. Everything is deeply fried.', 'rating': '3', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Loved this great place. 😋\nGreat food, options even for vegans.\nBig place so you can be spontaneous, friendly staff.\nEnjoy', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'This has to be one of THE HIDDEN GEMS of Paris. This isn’t on any tourist lists of places to eat and it’s not typical French food, but it is delicious and the vibe in this place is immaculate. We enjoyed it so much, we went back on our last night in Paris to have it again!  Beef Ho Fun is easily the best dish we had in Paris and the Sweet and Sour Chicken is unlike any version we’ve had in the best way possible. Also, if you’re a dessert person, the lava French toast is a must try!  We would eat here again and again and will recommend this place to anyone traveling to Paris!', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
105,1712447615878,JJAN,0,"14 rue du pont neuf, 75001 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1708096483/oewynf4shlmpleic7d9t.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1708096655/a2szemzkj2lnh4yb2agg.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1708096676/cbuteijhn9y6fwvykgnb.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1708096700/v0bal0vg2zazobc2pdfk.mp4']",,"[1, 3]",ChIJO2EzVqJv5kcRY3Icd5vNYYU,4,,,False,False,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZ9YHssONVyRWPAUyhntY12KoC4dItCykm9S0iEQeXEjjjd2WndlBTvPoiqwBYNzEfeEDG-5LB-OJESkt7StyFl-EvroywAzMtSo6XRPBZi_u6ekzXZB_7O8CDUg19pe2uGZjDZWjfdjllXuEwUSRcG_6cN9RBa_zYYYWegkriflJEE&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,551,"{'type': 'point', 'data': {'lng': 2.344315, 'lat': 48.860111}}","[{'author': '', 'text': 'The food was very good, very close to authentic and the price for a Korean restaurant in Paris was quite “affordable”. The portions are big so it fills you well. It is a very popular restaurant so it gets crowded (even waiting lines outside) and there isn’t much space between tables. The staff is really nice and accommodating, if you need anything just ask and they will bring you.\nDefinitely recommend!', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Very good Korean dishes—two pages of choices. Love my spicy tofu soup. They need more vegetarian choices. The bibimbap bowl should be much hotter as the rice was room temperature so it made the dish less exciting.  Spartan furniture.', 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Newly opened. Very tasty in a nicely designed restaurant.\n\nFood wise : we got the dish to share. Cheese + chicken, some KFC as well.\nIt’s all good. Loved the fried chicken with their honey soy sauce.\nOf course, they’ll let you take everything in takeaway if you don’t finish.\n\nService wise : they just opened, when it’s full it gets a bit slow but I’m sure they’ll improve very soon.\n\nPrice wise : I found it very affordable for that kind of Korean cuisine, especially considering it’s located in the very center of Paris.\n\nI do recommend it.', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Great prices and great location. Small menu. We got the KFC and Budae Jigae- KFC was great and crispy and juicy. Budae came with two rice and we added spice so that was great. Nice sauce and was not too bad, 7/10. Service was quick.', 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Food looks delicious but is somehow tasteless.\nThe kimchi pancake is extra oily.\nThe service was nice and friendly.\nOverall atmosphere is loud and fun, good for an affordable dinner with friends if you are in the area and don’t care much for the food quality.', 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
106,1712447617239,Flam&go,0,186 rue Saint-Maur 75010 Paris,True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710781481/xkndfhnwgugjygojqqyw.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858461/u4zxhmawcase7j2l93yq.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858482/qlpscc1sdwqchkcbmc0p.mp4']",07 45 08 62 02,"[3, 5, 2]",ChIJw1fDz88TPkYRxRDVqvZvKDM,4.3,,https://www.norwaysbest.com/accommodation--restaurants/bakkastova/,False,False,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZeXnDZqN1aEss3odSDV-sRe4Marmgifq6pGS5nz2M7CFdmNRVYYYDYHLwcY_3Kr7tdz5Nr01tGhVW1g0SxeXS8vP9WnzSrTsOQMsWk0es-cqEHeSh-U2KEOmlYVWiB0fdIZ9ovpS74qutnFwIp4T9dWfK-njNJgLlQXr5SHLyrbrP3&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,149,"{'type': 'point', 'data': {'lng': 2.372466, 'lat': 48.871298}}","[{'author': '', 'text': ""Very quant little Cafe. The decor is amazing. I had a gluten free soup that was lovely. They don't have a vegetarian option but they did have gluten free soup which was tasty... The green tea was lovely.\nWonderful atmosphere, very cozy and away from the rush in the stores..\n\nThe staff are young girls not very personable, so don't expect much from them but the place and food itself is lovely and definitely worth trying."", 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Nice place away from all the people. You have to order at the counter. As it was sunny, we enjoy our break outside. Too bad they had no espresso but the cakes were very good', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Cute little cafe to grab a quick bite…friendly people, beautiful views and great food…we had the svele and sognalapskaus…amazing!', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': ""Beautiful place, very cozy, wonderful views, and good bathroom. For a coffee place, it only has filtered coffee and no hot milk, and it wasn't very good. The cakes looked tasty but expensive. However, it has a wide range of dining dishes we didn't try.\nGood peaceful place to hide from the rain, but coffee could be better."", 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Warm and cozy Kafe in middle of Flåm. It was the perfect ending to our trip to Flåm. We ordered some coffee, it was luke warm and when we asked for a hot coffee, the Kafe team was very friendly and served us hot coffee promptly and as a warm gesture we were offered chocholate cakes to make up for the coffee 😊', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
107,1712447618012,Jungle Palace,0,12 RUE DE LA FIDÉLITÉ  75010 PARIS,True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1709734233/wcsp3qs56zekk045gjd5.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1709734242/hxskxq8kmqzeem5q7gic.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1709734251/citeyqbp34kwflodsfke.mp4']",,[5],ChIJqSmqRVdv5kcRWn3NXEJnXIg,0,,,False,False,[],,0,"{'type': 'point', 'data': {'lng': 2.35674, 'lat': 48.874653}}","[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
108,1712447618896,Genki 元気,3,"23 Rue Dauphine, 75006 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710857781/bdyw4tfvohp4jvefjojr.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710857792/resfabrjy59wppppzmko.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710857804/q6lull6lyd05as9wlavv.mp4']",09 55 15 57 65,"[1, 11]",ChIJg4KToaZx5kcRPfGy3ZxpdtQ,0,,,False,False,[],,0,"{'type': 'point', 'data': {'lng': 2.33978, 'lat': 48.855142}}","[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
109,1712447619953,BOOM BOOM VILLETTE,0,"30 Av. Corentin Cariou, 75019 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710857853/ylu0swzrwfeaalnhc6q2.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710857903/hyeszld8vtd65hskkyx8.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710857925/ka0c9g1uqjh4dyjh2hfj.mp4']",01 49 70 83 30,"[1, 6, 2, 7, 8, 9]",ChIJ7ytBzzRs5kcRIdhzw-DV1AM,4.1,2,https://boomboomvillette.com/,True,False,"['Monday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u20091:00\u202fAM']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYjTDc_odTbKKme_qEPpZEASX9R_lZ2VT0NnqOuEwIZR6U86ehuMzINKFOhwCQG8T_qYkjiU4Gxj-ccXxgrd6rgv90mIjHptALM7wpf3be9jgHbQxJC_jjHkGcinUgKOC9FgaCpeuGHCeUasGrRBlhiEjjETZk1gOM8sh3ZNs0VIdEH&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,8690,"{'type': 'point', 'data': {'lng': 2.385575, 'lat': 48.89724}}","[{'author': '', 'text': 'This review is for Street Banh Mi at the Food Market. Follow a very good review of Vietnamese community group on Facebook, I gave it a try to support my homeland foods and restaurant owners. I tried their special “Bánh mì chảo” which is kind of double price of a normal bánh mì 8,5€. And that’s already expensive compared to many good banh mì that I have tried in Paris. It was very noisy there and we needed to wait a bit long. And the “Bánh mì chảo” is too far from the bánh mì chảo that I know. Dry, no sauce and quantity is not up to the price 15€. The quality is average. And the bread is under baked, white, too soft not crunchy. I usually don’t spend time to write negative review. I did this time because it isn’t correct to serve average quality for high price.\nIt deserves 2,5 stars.', 'rating': '3', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'A very well conceptualised food court with lots of of options. They have bars,burgers,Asian and Indian food. You can visit it before or after a movie as pathe gaumont is on the same building.', 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'We came here to treat the kids to a morning of fun amidst a busy week of visits in Paris, lured by the prospect of lots of entertainment for them and a nice lunch in the food court. But when we got there, everything but the food court and the cinema was closed - apparently the kids activies won’t open before a couple of weeks. You would think that’s something worth mentioning on their website before having people trek all the way to La Villette for nothing! Yet another soulless place where the emphasis is making money. Such a let down.', 'rating': '1', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': ""Kind of expensive for the small size of the portions and low quality of the food. It's just pre-made industrial food reheated in a fancy microwave priced like a normal restaurant. Not worth it."", 'rating': '1', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'This review is for Pokke restaurant at Boom Boom villette. Very slow service and they mixed up with our order and gave it to another person. Waited 30 minutes for one bowl.', 'rating': '2', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
110,1712447640767,Maison Louvard,0,"11 Rue de Châteaudun, 75009 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710858001/xxfny7pabfxese8ynosy.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858045/caimni19anpuej3ftxne.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858079/gu6ajqzpahglrvpcrayl.mp4']",01 81 70 75 77,[11],ChIJXUJjHI9v5kcRaVQmBJ0E8nc,4.3,2,http://maisonlouvard.fr/,True,False,"['Monday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZGcMDZQL3dM3N4Yl7hxXktQRy08VJepM3BgkIsx-sBVDaUY1CBDZuD1J3XZ_OPaKSUHv6NlZiab_-GymoRTZCNvb1Vh03iRU7U4oaHjo5IH4YKGX6V_cfqAJ6DLLkETcKQEO1JxtJC9schwmEBDTP-mvTm-YxpFF33ani8gioJNtpb&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,738,"{'type': 'point', 'data': {'lng': 2.340768, 'lat': 48.87574}}","[{'author': '', 'text': ""The crookie stole the show during my recent visit. This trendy fusion of croissant and cookie proved to be a flavorful delight, though a bit pricey for its size. While I didn't explore beyond this famed treat, the bakery's array of tempting options suggests it's a spot worth revisiting for those with a sweet tooth 😋"", 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'We called in for lunch and we were greeted by a very friendly waitress. We found the atmosphere to be excellent and very welcoming. Our waitress was very friendly and the food and service were superb. Braised beef cheek with seasonal vegetables and a terrine for starters were simply excellent. The wine was delicious too.', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'I tried the cookie croissant here few days ago. And it tastes as good as a regular croissant but 5 times more expensive, 7 times if you decide to take a table . Worth the hype? Not really.', 'rating': '2', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': '🤩 crookie whaaaaat! I’ve never had a cookie croissant 🥐 until today and I don’t think I can ever go back! Absolutely delicious, great cafe very vibrant and busy with lovely decor, perfect place to grab a morning coffee and treat!  As it’s quite popular service can be a bit slow but still well worth the visit', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': ""I saw this bakery on Social Media and was curious to know why people were given such a high rate to this place. I wanted to check it by myself 😉 The place is cozy and well decorated. The staff is super friendly and the 'viennoiserie' tasteful. The expresso is also really good and compared to other places in the capital, your getting a decent amount of coffee in your cup (not only a few drops). It was good, but wouldn't given them a 5 star rate (even if the bakker has apparently received an award recently). Guess I will have to go a second time (at lunch) to confirm my thoughts... A place to recommend anyhow."", 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
111,1712447641628,YSL Cafe,0,"8 Rue du 29 Juillet, 75001 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710858659/zjqyplqcnpq5nzvgamug.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858690/jswaca5gqaaivdoldnby.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710858826/cmopawfgp8h3eh6xkogq.mp4']",01 76 70 90 11,[11],ChIJDfskeFFv5kcRvF3r4g19ZAI,3.8,2,,True,False,"['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZiFZQ-xDaMan4Uf4-x0cZ4MMln929ZLBhL6QUG8y7LFbGZ9-zKKSkKt_qg3RdO0DDitJR_V2ow1_dP_yZv0e79ZBqY785aJUo5qU7zYVTfpDT799oi7CjupfKPk6y0zxuyR0GqrGQPUdOlak7xscemxSDD6pMfh2YRtbcaZ3yakGXF&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,190,"{'type': 'point', 'data': {'lng': 2.330704, 'lat': 48.865175}}","[{'author': '', 'text': 'Pretty busy for a Friday lunch. Great food, great service, nice restaurant.', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Drinks were served very well. Great atmosphere', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'The waitress wasn’t interested to take my order and then after 15 minutes when I have finally ordered she told me there are no ingredients and if I want to I can find myself something else.', 'rating': '1', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'it was a really nice place. you got the food really quick and the meat was brilliant it was perfectly cooked and perfectly seasoned\nwith salt and other nice flavors. If you live near by you shuld definitely go to eat lunch hear.', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': ""The restaurant is small but well organized and the food is just great with affordable prices. It's an local place without an English menu and staff doesn't speak English so that's the only suggestion for the admin"", 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
112,1712447642583,Tableaux Paris,0,"8 Rue de Hanovre, 75002 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710858951/s0nq2oeajiplyigdnp8a.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710859007/zxysk0add2bw5porh86n.mp4']",06 95 61 01 70,[9],ChIJ_Z0Af5Jv5kcRUuvAU-ZKaT0,0,,,False,False,[],,0,"{'type': 'point', 'data': {'lng': 2.335116, 'lat': 48.870227}}","[{'author': '', 'text': '', 'rating': '', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
113,1712447666126,Maison Maé,0,"17 Rue du Château d'Eau, 75010 Paris",True,"['https://res.cloudinary.com/di65pb1aa/video/upload/v1710859828/r6yzcei0bvxaaznnui3h.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710859882/e9sgiq3klr9nuxxohmth.mp4', 'https://res.cloudinary.com/di65pb1aa/video/upload/v1710859914/ndf5ju1fomf6ao2tayak.mp4']",01 40 34 89 83,[11],ChIJvzy3Eypv5kcRiG1YkfNGHMw,4.9,,https://instagram.com/maepoke.picpus,False,True,"['Monday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZRf_hPg_H7wXPze3ik8fRh9wj_bB1LV74HlVeVM6Ji6RaPNnO6P0f9HBMv-AspcPMAr2V94_xDk-HZPxL2UJs8uPJgUUUDTLXtuW6VPxtSivT93qLSjnIZ8mpkO-MoeZdkUA4p7jOBkGJ-9Hs9cqXaUckKYi04qvIhyQYH-y6JU3Rd&key=AIzaSyBM05T0u8LoAKr2MtbTIjXtFmrU-06ye6U,82,"{'type': 'point', 'data': {'lng': 2.360333, 'lat': 48.869986}}","[{'author': '', 'text': ""It was very lovely, the staff was very kind and helpful, the food very fresh and tasty.\nThey have combination options for Bubble tea with Poke. Unless you're seriously hungry, I recommend taking the regular size and not the big Poke.\nCan sit on the street or inside."", 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Wonderful spot with great poke and very helpful staff. The server is very attentive and explains the options clearly. Also the boba is tasty and inventive!', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'Nice bubble tea :)', 'rating': '4', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': '', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}, {'author': '', 'text': 'The best poké bowl in Paris!! Always very fresh prepared in the morning, good ingredients on white rice or black rice, with choice of proteins, vegetables, lentils, cheese, 🥑 mango and pineapple, toppings + sauce, tapioca bubble tea and dessert, excellent service, quality price, family restaurant, strongly recommended !', 'rating': '5', 'date_published': None, 'author_profile_url': '', 'lang': ''}]"
